[	$(	[
möchte	VMFIN	mögen
wetten	VVINF	wetten
,	$,	,
daß	KOUS	dass
du	PPER	du
mit	APPR	mit
dabei	PAV	dabei
gewesen	VAPP	sein
bist	VAFIN	sein
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Her	ADV	her
mit	APPR	mit
dem	ART	die
Wein	NN	Wein
.	$.	.
Für	APPR	für
das	ART	die
Pack	NN	Pack
,	$,	,
das	PRELS	die
in	APPR	in
einer	ART	eine
Stunde	NN	Stunde
nach	APPR	nach
uns	PRF	wir
kommen	VVINF	kommen
wird	VAFIN	werden
...	$.	...
Lauschend	ADJD	lauschend
.	$.	.
Hörst	VVFIN	hören
du	PPER	du
was	PIS	was
,	$,	,
Lebrêt	NN	Lebrêt
?	$.	?
LEBRET	NE	LEBRET
.	$.	.
Es	PPER	es
ist	VAFIN	sein
wie	KOKOM	wie
ein	ART	eine
leiser	ADJA	leise
Donner	NN	Donner
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Brav	ADJD	brav
–	ADJA	–
Bürger	NN	Bürger
von	APPR	von
Paris	NE	Paris
...	$.	...
Zu	APPR	zu
Prospère	NN	Prospère
.	$.	.
Für	APPR	für
das	ART	die
Pack	NN	Pack
hast	VAFIN	haben
du	PPER	du
sicher	ADJD	sicher
noch	ADV	noch
einen	ART	eine
in	APPR	in
Vorrat	NN	Vorrat
.	$.	.
Also	ADV	also
her	ADV	her
damit	PAV	damit
.	$.	.
Mein	PPOSAT	mein
Freund	NN	Freund
und	KON	und
Bewunderer	NN	Bewunderer
,	$,	,
der	ART	die
Bürger	NN	Bürger
Lebrêt	NN	Lebrêt
,	$,	,
Schneider	NE	Schneider
aus	APPR	aus
der	ART	die
Rue	NE	Rue
St	NE	St
.	$.	.
Honoré	NN	Honoré
,	$,	,
zahlt	VVFIN	zahlen
alles	PIS	alle
.	$.	.
LEBRET	NE	LEBRET
.	$.	.
Gewiß	ADJD	gewiss
,	$,	,
gewiß	ADJD	gewiss
,	$,	,
ich	PPER	ich
zahle	VVFIN	zahlen
.	$.	.
PROSPERE	NN	PROSPERE
zögert	VVFIN	zögern
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Na	ITJ	na
,	$,	,
zeig	VVIMP	zeigen
'	$(	'
ihm	PPER	er
,	$,	,
daß	KOUS	dass
du	PPER	du
Geld	NN	Geld
hast	VAFIN	haben
,	$,	,
Lebrêt	NN	Lebrêt
.	$.	.
LEBRET	NE	LEBRET
zieht	VVFIN	zeihen|ziehen
seinen	PPOSAT	sein
Geldbeutel	NN	Geldbeutel
heraus	PTKVZ	heraus
.	$.	.
WIRT	NN	Wirt
.	$.	.
Nun	ADV	nun
,	$,	,
ich	PPER	ich
will	VMFIN	wollen
sehen	VVINF	sehen
,	$,	,
ob	KOUS	ob
ich	PPER	ich
...	$.	...
Er	PPER	er
öffnet	VVFIN	öffnen
den	ART	die
Hahn	NN	Hahn
zu	APPR	zu
einem	ART	eine
Faß	NN	Fass
und	KON	und
füllt	VVFIN	füllen
zwei	CARD	zwei
Gläser	NN	Glas
.	$.	.
Woher	PWAV	woher
kommst	VVFIN	kommen
du	PPER	du
,	$,	,
Grasset	NN	Grasset
?	$.	?
Aus	APPR	aus
dem	ART	die
Palais	NN	Palais
Royal	ADJD	royal
?	$.	?
GRASSET	NN	Grasset
.	$.	.
Jawohl	ADV	jawohl
...	$.	...
ich	PPER	ich
habe	VAFIN	haben
dort	ADV	dort
eine	ART	eine
Rede	NN	Rede
gehalten	VVPP	halten
.	$.	.
Ja	PTKANT	ja
,	$,	,
mein	PPOSAT	mein
Lieber	NN	Liebe
,	$,	,
jetzt	ADV	jetzt
bin	VAFIN	sein
ich	PPER	ich
an	APPR	an
der	ART	die
Reihe	NN	Reihe
.	$.	.
Weißt	VVFIN	weißen
du	PPER	du
,	$,	,
nach	PTKVZ	nach
wem	PWS	wer
ich	PPER	ich
gesprochen	VVPP	sprechen
habe	VAFIN	haben
?	$.	?
WIRT	NN	Wirt
.	$.	.
Nun	ADV	nun
?	$.	?
GRASSET	NN	Grasset
.	$.	.
Nach	APPR	nach
Camille	NE	Camille
Desmoulins	NE	Desmoulins
!	$.	!
Jawohl	ADV	jawohl
,	$,	,
ich	PPER	ich
hab	VAIMP	haben
'	$(	'
es	PPER	es
gewagt	ADJD	gewagt
.	$.	.
Und	KON	und
sage	VVFIN	sagen
mir	PPER	ich
,	$,	,
Lebrêt	NN	Lebrêt
,	$,	,
wer	PWS	wer
hat	VAFIN	haben
größeren	ADJA	groß
Beifall	NN	Beifall
gehabt	VAPP	haben
,	$,	,
Desmoulins	NN	Desmoulins
oder	KON	oder
ich	PPER	ich
?	$.	?
LEBRET	NE	LEBRET
.	$.	.
Du	PPER	du
...	$.	...
zweifellos	ADJD	zweifellos
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Und	KON	und
wie	KOUS	wie
hab	VAIMP	haben
'	$(	'
ich	PPER	ich
mich	PPER	ich
ausgenommen	VVPP	ausnehmen
?	$.	?
LEBRET	NE	LEBRET
.	$.	.
Prächtig	ADJD	prächtig
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Hörst	VVFIN	hören
du	PPER	du
's	PPER	es
,	$,	,
Prospère	NN	Prospère
?	$.	?
Ich	PPER	ich
habe	VAFIN	haben
mich	PRF	ich
auf	APPR	auf
den	ART	die
Tisch	NN	Tisch
gestellt	VVPP	stellen
...	$.	...
ich	PPER	ich
habe	VAFIN	haben
ausgesehen	VVPP	aussehen
wie	KOKOM	wie
ein	ART	eine
Monument	NN	Monument
...	$.	...
jawohl	ADV	jawohl
–	NN	–
und	KON	und
alle	PIS	alle
die	ART	die
Tausend	NN	Tausend
,	$,	,
Fünftausend	NN	Fünftausend
,	$,	,
Zehntausend	NN	Zehntausend
haben	VAFIN	haben
sich	PRF	sich
um	APPR	um
mich	PRF	ich
versammelt	VVFIN	versammeln
–	ADJD	–
gerade	ADV	gerade
so	ADV	so
wie	KOKOM	wie
früher	ADV	früher
um	APPR	um
Camille	NE	Camille
Desmoulins	NE	Desmoulins
...	$.	...
und	KON	und
haben	VAFIN	haben
mir	PPER	ich
zugejubelt	VVPP	zujubeln
.	$.	.
LEBRET	NE	LEBRET
.	$.	.
Es	PPER	es
war	VAFIN	sein
ein	ART	eine
stärkerer	ADJA	stark
Jubel	NN	Jubel
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Jawohl	ADV	jawohl
...	$.	...
nicht	PTKNEG	nicht
um	APPR	um
vieles	PIS	viele
,	$,	,
aber	KON	aber
er	PPER	er
war	VAFIN	sein
stärker	ADJD	stark
.	$.	.
Und	KON	und
nun	ADV	nun
ziehen	VVFIN	zeihen|ziehen
sie	PPER	sie
alle	PIS	alle
hin	ADV	hin
zur	APPRART	zu
Bastille	NN	Bastille
...	$.	...
und	KON	und
ich	PPER	ich
darf	VMFIN	dürfen
sagen	VVINF	sagen
:	$.	:
sie	PPER	sie
sind	VAFIN	sein
meinem	PPOSAT	mein
Ruf	NN	Ruf
gefolgt	VVPP	folgen
.	$.	.
Ich	PPER	ich
schwöre	VVFIN	schwören
dir	PRF	du
,	$,	,
vor	APPR	vor
abends	ADV	abends
haben	VAFIN	haben
wir	PPER	wir
sie	PPER	sie
.	$.	.
WIRT	NN	Wirt
.	$.	.
Ja	PTKANT	ja
,	$,	,
freilich	ADV	freilich
,	$,	,
wenn	KOUS	wenn
die	ART	die
Mauern	NN	Mauer
von	APPR	von
euern	ADJA	euern
Reden	NN	Rede|Reden
zusammenstürzten	VVFIN	zusammenstürzen
!	$.	!
GRASSET	NN	Grasset
.	$.	.
Wieso	PWAV	wieso
...	$.	...
Reden	VVINF	reden
!	$.	!
–	ADJD	–
Bist	VAFIN	sein
du	PPER	du
taub	ADJD	taub
?	$.	?
...	$.	...
Jetzt	ADV	jetzt
wird	VAFIN	werden
geschossen	VVPP	schießen
.	$.	.
Unsere	PPOSAT	unser
braven	ADJA	brav
Soldaten	NN	Soldat
sind	VAFIN	sein
dabei	PAV	dabei
.	$.	.
Sie	PPER	Sie
haben	VAFIN	haben
dieselbe	PDAT	dieselb
höllische	ADJA	höllisch
Wut	NN	Wut
auf	APPR	auf
das	ART	die
verfluchte	ADJA	verflucht
Gefängnis	NN	Gefängnis
wie	KOKOM	wie
wir	PPER	wir
.	$.	.
Sie	PPER	Sie
wissen	VVFIN	wissen
,	$,	,
daß	KOUS	dass
hinter	APPR	hinter
diesen	PDAT	dies
Mauern	NN	Mauer
ihre	PPOSAT	ihr
Brüder	NN	Bruder
und	KON	und
Väter	NN	Vater
gefangen	PTKVZ	gefangen
sitzen	VVINF	sitzen
...	$.	...
Aber	KON	aber
sie	PPER	sie
würden	VAFIN	werden
nicht	PTKNEG	nicht
schießen	VVINF	schießen
,	$,	,
wenn	KOUS	wenn
wir	PPER	wir
nicht	PTKNEG	nicht
geredet	VVPP	reden
hätten	VAFIN	haben
.	$.	.
Mein	PPOSAT	mein
lieber	ADJA	lieb
Prospère	NN	Prospère
,	$,	,
die	ART	die
Macht	NN	Macht
der	ART	die
Geister	NN	Geist
ist	VAFIN	sein
groß	ADJD	groß
.	$.	.
Da	ADV	da
–	ADJD	–
Zu	APPR	zu
Lebrêt	NN	Lebrêt
.	$.	.
Wo	PWAV	wo
hast	VAFIN	haben
du	PPER	du
die	ART	die
Schriften	NN	Schrift
?	$.	?
LEBRET	NE	LEBRET
.	$.	.
Hier	ADV	hier
...	$.	...
Zieht	VVFIN	zeihen|ziehen
Broschüren	NN	Broschüre
aus	APPR	aus
der	ART	die
Tasche	NN	Tasche
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Hier	ADV	hier
sind	VAFIN	sein
die	ART	die
neuesten	ADJA	neu
Broschüren	NN	Broschüre
,	$,	,
die	PRELS	die
eben	ADV	eben
im	APPRART	in
Palais	NN	Palais
Royal	ADJD	royal
verteilt	VVPP	verteilen
wurden	VAFIN	werden
.	$.	.
Hier	ADV	hier
eine	ART	eine
von	APPR	von
meinem	PPOSAT	mein
Freunde	NN	Freund
Cerutti	NE	Cerutti
,	$,	,
Denkschrift	NN	Denkschrift
für	APPR	für
das	ART	die
französische	ADJA	französisch
Volk	NN	Volk
,	$,	,
hier	ADV	hier
eine	ART	eine
von	APPR	von
Desmoulins	NN	Desmoulins
,	$,	,
der	PRELS	die
allerdings	ADV	allerdings
besser	ADJD	gut
spricht	VVFIN	sprechen
,	$,	,
als	KOUS	als
er	PPER	er
schreibt	VVFIN	schreiben
...	$.	...
»	NN	»
Das	ART	die
freie	ADJA	frei
Frankreich	NE	Frankreich
«	ADJD	«
.	$.	.
WIRT	NN	Wirt
.	$.	.
Wann	PWAV	wann
wird	VAFIN	werden
denn	ADV	denn
endlich	ADV	endlich
die	ART	die
deine	PPOSAT	dein
erscheinen	VVFIN	erscheinen
,	$,	,
von	APPR	von
der	PRELS	die
du	PPER	du
immer	ADV	immer
erzählst	VVFIN	erzählen
?	$.	?
GRASSET	NN	Grasset
.	$.	.
Wir	PPER	wir
brauchen	VVFIN	brauchen
keine	PIAT	keine
mehr	PIS	mehr
.	$.	.
Die	ART	die
Zeit	NN	Zeit
zu	APPR	zu
Taten	NN	Tat
ist	VAFIN	sein
gekommen	VVPP	kommen
.	$.	.
Ein	ART	eine
Schuft	NN	Schuft
,	$,	,
der	PRELS	die
heute	ADV	heute
in	APPR	in
seinen	PPOSAT	sein
vier	CARD	vier
Wänden	NN	Wand
sitzt	VVFIN	sitzen
.	$.	.
Wer	PWS	wer
ein	ART	eine
Mann	NN	Mann
ist	VAFIN	sein
,	$,	,
muß	VMFIN	müssen
auf	APPR	auf
die	ART	die
Straße	NN	Straße
!	$.	!
LEBRET	NE	LEBRET
.	$.	.
Bravo	ITJ	bravo
,	$,	,
bravo	ITJ	bravo
!	$.	!
GRASSET	NN	Grasset
.	$.	.
In	APPR	in
Toulon	NN	Toulon
haben	VAFIN	haben
sie	PPER	sie
den	ART	die
Bürgermeister	NN	Bürgermeister
umgebracht	VVPP	umbringen
,	$,	,
in	APPR	in
Brignolles	ADJA	Brignolles
haben	VAFIN	haben
sie	PPER	sie
ein	ART	eine
Dutzend	NN	Dutzend
Häuser	NN	Haus
geplündert	VVPP	plündern
...	$.	...
nur	ADV	nur
wir	PPER	wir
in	APPR	in
Paris	NE	Paris
sind	VAFIN	sein
noch	ADV	noch
immer	ADV	immer
die	ART	die
Langweiligen	NN	Langweiligen
und	KON	und
lassen	VVFIN	lassen
uns	PPER	wir
alles	PIS	alle
gefallen	VVPP	fallen|gefallen
.	$.	.
PROSPERE	NN	PROSPERE
.	$.	.
Das	PDS	die
kann	VMFIN	können
man	PIS	man
doch	ADV	doch
nicht	PTKNEG	nicht
mehr	ADV	mehr
sagen	VVINF	sagen
.	$.	.
LEBRET	NN	LEBRET
der	ART	die
immer	ADV	immer
getrunken	VVPP	trinken
hat	VAFIN	haben
.	$.	.
Auf	PTKVZ	auf
,	$,	,
ihr	PPOSAT	ihr
Bürger	NN	Bürger
,	$,	,
auf	PTKVZ	auf
!	$.	!
GRASSET	NN	Grasset
.	$.	.
Auf	PTKVZ	auf
!	$.	!
...	$.	...
Sperre	NN	Sperre
deine	PPOSAT	dein
Bude	NN	Bude
und	KON	und
komm	VVIMP	kommen
jetzt	ADV	jetzt
mit	APPR	mit
uns	PPER	wir
!	$.	!
WIRT	NN	Wirt
.	$.	.
Ich	PPER	ich
komme	VVFIN	kommen
schon	ADV	schon
,	$,	,
wenn	KOUS	wenn
's	PPER	es
Zeit	NN	Zeit
ist	VAFIN	sein
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Ja	ADV	ja
freilich	ADV	freilich
,	$,	,
wenn	KOUS	wenn
's	PPER	es
keine	PIAT	keine
Gefahr	NN	Gefahr
mehr	ADV	mehr
gibt	VVFIN	geben
.	$.	.
WIRT	NN	Wirt
.	$.	.
Mein	PPOSAT	mein
Lieber	NN	Liebe
,	$,	,
ich	PPER	ich
liebe	VVFIN	lieben
die	ART	die
Freiheit	NN	Freiheit
wie	KOKOM	wie
du	PPER	du
–	ADJD	–
aber	ADV	aber
vor	APPR	vor
allem	PIS	alle
hab	VAIMP	haben
'	$(	'
ich	PPER	ich
meinen	VVFIN	meinen
Beruf	NN	Beruf
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Jetzt	ADV	jetzt
gibt	VVFIN	geben
es	PPER	es
für	APPR	für
die	ART	die
Bürger	NN	Bürger
von	APPR	von
Paris	NE	Paris
nur	ADV	nur
einen	ART	eine
Beruf	NN	Beruf
:	$.	:
Ihre	PPOSAT	ihr
Brüder	NN	Bruder
befreien	VVINF	befreien
.	$.	.
WIRT	NN	Wirt
.	$.	.
Ja	ADV	ja
für	APPR	für
die	ART	die
,	$,	,
die	PRELS	die
nichts	PIAT	nichts
anderes	PIS	andere
zu	PTKZU	zu
tun	VVINF	tun
haben	VAFIN	haben
!	$.	!
LEBRET	NE	LEBRET
.	$.	.
Was	PWS	was
sagt	VVFIN	sagen
er	PPER	er
da	PTKVZ	da
!	$.	!
...	$.	...
Er	PPER	er
verhöhnt	VVFIN	verhöhnen
uns	PPER	wir
!	$.	!
WIRT	NN	Wirt
.	$.	.
Fällt	VVFIN	fallen|fällen
mir	PPER	ich
gar	ADV	gar
nicht	PTKNEG	nicht
ein	PTKVZ	ein
.	$.	.
–	ADJD	–
Schaut	VVFIN	schauen
jetzt	ADV	jetzt
lieber	ADJD	lieb
,	$,	,
daß	KOUS	dass
ihr	PPER	ihr
hinauskommt	VVFIN	hinauskommen
...	$.	...
meine	PPOSAT	mein
Vorstellung	NN	Vorstellung
fängt	VVFIN	fangen
bald	ADV	bald
an	PTKVZ	an
.	$.	.
Da	ADV	da
kann	VMFIN	können
ich	PPER	ich
euch	PPER	ihr
nicht	PTKNEG	nicht
brauchen	VVINF	brauchen
.	$.	.
LEBRET	NE	LEBRET
.	$.	.
Was	PWS	was
für	APPR	für
eine	ART	eine
Vorstellung	NN	Vorstellung
?	$.	?
...	$.	...
Ist	VAFIN	sein
hier	ADV	hier
ein	ART	eine
Theater	NN	Theater
?	$.	?
WIRT	NN	Wirt
.	$.	.
Gewiß	ADJD	gewiss
ist	VAFIN	sein
das	PDS	die
ein	ART	eine
Theater	NN	Theater
.	$.	.
Ihr	PPOSAT	ihr
Freund	NN	Freund
hat	VAFIN	haben
noch	ADV	noch
vor	APPR	vor
vierzehn	CARD	vierzehn
Tagen	NN	Tag
hier	ADV	hier
mitgespielt	VVPP	mitspielen
.	$.	.
LEBRET	NE	LEBRET
.	$.	.
Hier	ADV	hier
hast	VAFIN	haben
du	PPER	du
gespielt	VVPP	spielen
,	$,	,
Grasset	NN	Grasset
?	$.	?
...	$.	...
Warum	PWAV	warum
läßt	VVFIN	lassen
du	PPER	du
dich	PPER	du
von	APPR	von
dem	ART	die
Kerl	NN	Kerl
da	ADV	da
ungestraft	ADJD	ungestraft
verhöhnen	VVINF	verhöhnen
!	$.	!
GRASSET	NN	Grasset
.	$.	.
Beruhige	VVFIN	beruhigen
dich	PPER	du
...	$.	...
es	PPER	es
ist	VAFIN	sein
wahr	ADJD	wahr
;	$.	;
ich	PPER	ich
habe	VAFIN	haben
hier	ADV	hier
gespielt	VVPP	spielen
,	$,	,
denn	KON	denn
es	PPER	es
ist	VAFIN	sein
kein	PIAT	keine
gewöhnliches	ADJA	gewöhnlich
Wirtshaus	NN	Wirtshaus
...	$.	...
es	PPER	es
ist	VAFIN	sein
eine	ART	eine
Verbrecherherberge	NN	Verbrecherherberge
...	$.	...
komm	VVIMP	kommen
...	$.	...
WIRT	NN	Wirt
.	$.	.
Zuerst	ADV	zuerst
wird	VAFIN	werden
gezahlt	VVPP	zahlen
.	$.	.
LEBRET	NE	LEBRET
.	$.	.
Wenn	KOUS	wenn
das	PDS	die
hier	ADV	hier
eine	ART	eine
Verbrecherherberge	NN	Verbrecherherberge
ist	VAFIN	sein
,	$,	,
so	ADV	so
zahle	VVFIN	zahlen
ich	PPER	ich
keinen	PIAT	keine
Sou	NN	Sou
.	$.	.
WIRT	NN	Wirt
.	$.	.
So	ADV	so
erkläre	VVFIN	erklären
doch	ADV	doch
deinem	PPOSAT	dein
Freunde	NN	Freund
,	$,	,
wo	PWAV	wo
er	PPER	er
ist	VAFIN	sein
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Es	PPER	es
ist	VAFIN	sein
ein	ART	eine
seltsamer	ADJA	seltsam
Ort	NN	Ort
!	$.	!
Es	PPER	es
kommen	VVFIN	kommen
Leute	NN	Leute
her	PTKVZ	her
,	$,	,
die	ART	die
Verbrecher	NN	Verbrecher
spielen	VVFIN	spielen
–	NN	–
und	KON	und
andere	PIS	andere
,	$,	,
die	PRELS	die
es	PPER	es
sind	VAFIN	sein
,	$,	,
ohne	KOUI	ohne
es	PPER	es
zu	PTKZU	zu
ahnen	VVINF	ahnen
.	$.	.
LEBRET	NE	LEBRET
.	$.	.
So	ADV	so
–	ADJD	–
?	$.	?
GRASSET	NN	Grasset
.	$.	.
Ich	PPER	ich
mache	VVFIN	machen
dich	PPER	du
aufmerksam	ADJD	aufmerksam
,	$,	,
daß	KOUS	dass
das	PDS	die
,	$,	,
was	PRELS	was
ich	PPER	ich
eben	ADV	eben
sagte	VVFIN	sagen
,	$,	,
sehr	ADV	sehr
geistreich	ADJD	geistreich
war	VAFIN	sein
;	$.	;
es	PPER	es
könnte	VMFIN	können
das	ART	die
Glück	NN	Glück
einer	ART	eine
ganzen	ADJA	ganz
Rede	NN	Rede
machen	VVINF	machen
.	$.	.
LEBRET	NE	LEBRET
.	$.	.
Ich	PPER	ich
verstehe	VVFIN	verstehen
nichts	PIS	nichts
von	APPR	von
allem	PIS	alle
,	$,	,
was	PRELS	was
du	PPER	du
sagst	VVFIN	sagen
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Ich	PPER	ich
sagte	VVFIN	sagen
dir	PRF	du
ja	ADV	ja
,	$,	,
daß	KOUS	dass
Prospère	NN	Prospère
mein	PPOSAT	mein
Direktor	NN	Direktor
war	VAFIN	sein
.	$.	.
Und	KON	und
er	PPER	er
spielt	VVFIN	spielen
mit	APPR	mit
seinen	PPOSAT	sein
Leuten	NN	Leute
noch	ADV	noch
immer	ADV	immer
Komödie	NN	Komödie
;	$.	;
nur	ADV	nur
in	APPR	in
einer	ART	eine
anderen	PIAT	andere
Art	NN	Art
als	KOKOM	als
früher	ADJD	früh
.	$.	.
Meine	PPOSAT	mein
einstigen	ADJA	einstig
Kollegen	NN	Kollege
und	KON	und
Kolleginnen	NN	Kollegin
sitzen	VVFIN	sitzen
hier	ADV	hier
herum	PTKVZ	herum
und	KON	und
tun	VVFIN	tun
,	$,	,
als	KOKOM	als
wenn	KOUS	wenn
sie	PPER	sie
Verbrecher	NN	Verbrecher
wären	VAFIN	sein
.	$.	.
Verstehst	VVFIN	verstehen
du	PPER	du
?	$.	?
Sie	PPER	Sie
erzählen	VVFIN	erzählen
haarsträubende	ADJA	haarsträubend
Geschichten	NN	Geschichte
,	$,	,
die	PRELS	die
sie	PPER	sie
nie	ADV	nie
erlebt	VVFIN	erleben
–	NN	–
sprechen	VVFIN	sprechen
von	APPR	von
Untaten	NN	Untat
,	$,	,
die	PRELS	die
sie	PPER	sie
nie	ADV	nie
begangen	VVPP	begehen
haben	VAFIN	haben
...	$.	...
und	KON	und
das	ART	die
Publikum	NN	Publikum
,	$,	,
das	PRELS	die
hierher	ADV	hierher
kommt	VVFIN	kommen
,	$,	,
hat	VAFIN	haben
den	ART	die
angenehmen	ADJA	angenehm
Kitzel	NN	Kitzel
,	$,	,
unter	APPR	unter
dem	ART	die
gefährlichsten	ADJA	gefährlich
Gesindel	NN	Gesindel
von	APPR	von
Paris	NE	Paris
zu	PTKZU	zu
sitzen	VVINF	sitzen
–	VVFIN	–
unter	APPR	unter
Gaunern	NN	Gauner
,	$,	,
Einbrechern	NN	Einbrecher
,	$,	,
Mördern	NN	Mörder
–	ADJA	–
und	KON	und
–	ADJA	–
LEBRET	NN	LEBRET
.	$.	.
Was	PWS	was
für	APPR	für
ein	ART	eine
Publikum	NN	Publikum
?	$.	?
WIRT	NN	Wirt
.	$.	.
Die	ART	die
elegantesten	ADJA	elegant
Leute	NN	Leute
von	APPR	von
Paris	NE	Paris
.	$.	.
GRASSET	NN	Grasset
.	$.	.
Adelige	NN	Adelige
...	$.	...
WIRT	NN	Wirt
.	$.	.
Herren	NN	Herr
vom	APPRART	von
Hofe	NN	Hof
–	ADJA	–
LEBRET	NN	LEBRET
.	$.	.
Nieder	ADJD	nieder
mit	APPR	mit
ihnen	PPER	sie
!	$.	!
GRASSET	NN	Grasset
.	$.	.
Das	PDS	die
ist	VAFIN	sein
was	PIS	was
für	APPR	für
sie	PPER	sie
.	$.	.
Das	PDS	die
rüttelt	VVFIN	rütteln
ihnen	PPER	sie
die	ART	die
erschlafften	ADJA	erschlafft
Sinne	NN	Sinn
auf	PTKVZ	auf
.	$.	.
Hier	ADV	hier
hab	VAIMP	haben
'	$(	'
ich	PPER	ich
