Erster	ADJA	erst
einem	ART	eine
guten	ADJA	gut
Geschlechte	NN	Geschlecht
,	$,	,
Herr	NN	Herr
Vormund	NN	Vormund
;	$.	;
aus	APPR	aus
einem	ART	eine
sehr	ADV	sehr
guten	ADJA	gut
Geschlechte	NN	Geschlecht
.	$.	.
STALENO	NE	STALENO
.	$.	.
Die	ART	die
guten	ADJA	gut
Geschlechter	NN	Geschlecht
sind	VAFIN	sein
nicht	PTKNEG	nicht
allzeit	ADV	allzeit
die	ART	die
reichsten	ADJA	reich
.	$.	.
Was	PWS	was
kriegt	VVFIN	kriegen
sie	PPER	sie
mit	PTKVZ	mit
?	$.	?
LEANDER	NE	Leander
.	$.	.
Ich	PPER	ich
habe	VAFIN	haben
vergessen	VVPP	vergessen
,	$,	,
Ihnen	PPER	Sie
noch	ADV	noch
zu	PTKZU	zu
sagen	VVINF	sagen
,	$,	,
daß	KOUS	dass
sie	PPER	sie
auch	ADV	auch
sehr	ADV	sehr
schön	ADJD	schön
singt	VVFIN	singen
.	$.	.
STALENO	NE	STALENO
.	$.	.
Zum	APPRART	zu
Henker	NN	Henker
!	$.	!
lasse	VVFIN	lassen
Er	PPER	er
mich	PRF	ich
nicht	PTKNEG	nicht
eine	ART	eine
Sache	NN	Sache
hundertmal	ADV	hundertmal
fragen	VVINF	fragen
.	$.	.
Ich	PPER	ich
will	VMFIN	wollen
vor	APPR	vor
allen	PIAT	alle
Dingen	NN	Ding
wissen	VVINF	wissen
,	$,	,
was	PRELS	was
sie	PPER	sie
mitkriegt	VVFIN	mitkriegen
?	$.	?
–	ADJA	–
–	NN	–
LEANDER	NE	Leander
.	$.	.
Wahrhaftig	ADJD	wahrhaftig
!	$.	!
ich	PPER	ich
habe	VAFIN	haben
sie	PPER	sie
selbst	ADV	selbst
nur	ADV	nur
gestern	ADV	gestern
Abends	NN	Abend
singen	VVINF	singen
hören	VVINF	hören
.	$.	.
Wie	KOUS	wie
wurde	VAFIN	werden
ich	PPER	ich
bezaubert	VVPP	bezaubern
!	$.	!
STALENO	NE	STALENO
.	$.	.
Ah	ITJ	ah
!	$.	!
Er	PPER	er
muß	VMFIN	müssen
Seinen	PPOSAT	sein
Vormund	NN	Vormund
nicht	PTKNEG	nicht
zum	APPRART	zu
Narren	NN	Narr
haben	VAINF	haben
.	$.	.
Wenn	KOUS	wenn
Er	PPER	er
mir	PRF	ich
keine	PIAT	keine
Antwort	NN	Antwort
geben	VVINF	geben
will	VMFIN	wollen
:	$.	:
so	ADV	so
packe	VVFIN	packen
Er	PPER	er
sich	PRF	sich
,	$,	,
und	KON	und
lasse	VVFIN	lassen
Er	PPER	er
mich	PRF	ich
meinen	PPOSAT	mein
Gang	NN	Gang
gehen	VVINF	gehen
.	$.	.
LEANDER	NE	Leander
.	$.	.
Sie	PPER	Sie
sind	VAFIN	sein
ja	ADV	ja
gar	ADV	gar
böse	ADJA	böse
,	$,	,
allerliebster	ADJA	allerlieb
Herr	NN	Herr
Vormund	NN	Vormund
.	$.	.
Ich	PPER	ich
wollte	VMFIN	wollen
Ihnen	PPER	Sie
eben	ADV	eben
Ihre	PPOSAT	ihr
Frage	NN	Frage
beantworten	VVINF	beantworten
.	$.	.
STALENO	NE	STALENO
.	$.	.
Nun	ADV	nun
!	$.	!
so	ADV	so
tu	VVFIN	tun
Ers	NE	Ers
.	$.	.
LEANDER	NE	Leander
.	$.	.
Was	PWS	was
war	VAFIN	sein
Ihre	PPOSAT	ihr
Frage	NN	Frage
?	$.	?
Ja	PTKANT	ja
,	$,	,
ich	PPER	ich
besinne	VVFIN	besinnen
mich	PRF	ich
:	$.	:
Sie	PPER	Sie
fragten	VVFIN	fragen
,	$,	,
ob	KOUS	ob
sie	PPER	sie
eine	ART	eine
gute	ADJA	gut
Haushälterin	NN	Haushälterin
sei	VAFIN	sein
?	$.	?
O	NN	O
!	$.	!
eine	ART	eine
unvergleichliche	ADJA	unvergleichlich
!	$.	!
Ich	PPER	ich
weiß	VVFIN	wissen
gewiß	ADJD	gewiss
,	$,	,
sie	PPER	sie
wird	VAFIN	werden
ihrem	PPOSAT	ihr
Manne	NN	Mann
Jahr	NN	Jahr
aus	APPR	aus
Jahr	NN	Jahr
ein	ART	eine
zu	APPR	zu
Tausenden	NN	Tausend
ersparen	VVINF	ersparen
.	$.	.
STALENO	NE	STALENO
.	$.	.
Das	PDS	die
wäre	VAFIN	sein
noch	ADV	noch
etwas	PIS	etwas
;	$.	;
aber	KON	aber
es	PPER	es
war	VAFIN	sein
doch	ADV	doch
auch	ADV	auch
nicht	PTKNEG	nicht
das	PDS	die
,	$,	,
was	PWS	was
ich	PPER	ich
Ihn	PPER	er
fragte	VVFIN	fragen
.	$.	.
Ich	PPER	ich
fragte	VVFIN	fragen
,	$,	,
–	ADJA	–
–	NN	–
versteht	VVFIN	verstehen
Er	PPER	er
denn	ADV	denn
kein	PIAT	keine
Deutsch	NN	deutsch
?	$.	?
–	ADJA	–
–	NN	–
ob	KOUS	ob
sie	PPER	sie
reich	ADJD	reich
ist	VAFIN	sein
?	$.	?
ob	KOUS	ob
sie	PPER	sie
eine	ART	eine
gute	ADJA	gut
Aussteuer	NN	Aussteuer
mit	APPR	mit
bekömmt	ADJD	bekömmt
?	$.	?
LEANDER	ADV	LEANDER
traurig	ADJD	traurig
.	$.	.
Eine	ART	eine
Aussteuer	NN	Aussteuer
?	$.	?
STALENO	NE	STALENO
.	$.	.
Ja	PTKANT	ja
,	$,	,
eine	ART	eine
Aussteuer	NN	Aussteuer
.	$.	.
Was	PWS	was
gilts	NN	gilts
,	$,	,
darum	PAV	darum
hat	VAFIN	haben
sich	PRF	sich
das	ART	die
junge	ADJA	jung
Herrchen	NN	Herrchen
noch	ADV	noch
nicht	PTKNEG	nicht
bekümmert	VVPP	bekümmern
?	$.	?
O	NN	O
Jugend	NN	Jugend
,	$,	,
o	ADJA	o
Jugend	NN	Jugend
!	$.	!
daß	KOUS	dass
doch	ADV	doch
die	ART	die
leichtsinnige	ADJA	leichtsinnig
Jugend	NN	Jugend
,	$,	,
so	ADV	so
wenig	ADV	wenig
nach	APPR	nach
dem	ART	die
Allernotwendigsten	NN	Allernotwendigsten
fragt	VVFIN	fragen
!	$.	!
–	NN	–
Nun	ADV	nun
!	$.	!
wenn	KOUS	wenn
Er	PPER	er
es	PPER	es
noch	ADV	noch
nicht	PTKNEG	nicht
weiß	VVFIN	wissen
,	$,	,
was	PRELS	was
Sein	PPOSAT	sein
Mädchen	NN	Mädchen
mitkriegen	VVINF	mitkriegen
soll	VMFIN	sollen
,	$,	,
so	ADV	so
gehe	VVFIN	gehen
Er	PPER	er
,	$,	,
und	KON	und
erkundige	VVFIN	erkundigen
Er	PPER	er
sich	PRF	sich
vorher	ADV	vorher
.	$.	.
Alsdann	NE	Alsdann
können	VMFIN	können
wir	PPER	wir
mehr	ADV	mehr
von	APPR	von
der	ART	die
Sache	NN	Sache
sprechen	VVINF	sprechen
.	$.	.
LEANDER	NE	Leander
.	$.	.
Das	PDS	die
können	VMFIN	können
wir	PPER	wir
gleich	ADJD	gleich
jetzo	ADJD	jetzo
,	$,	,
wenn	KOUS	wenn
es	PPER	es
Ihnen	PPER	Sie
nicht	PTKNEG	nicht
zuwider	PTKVZ	zuwider
ist	VAFIN	sein
.	$.	.
Ich	PPER	ich
bin	VAFIN	sein
so	ADV	so
leichtsinnig	ADJD	leichtsinnig
nicht	PTKNEG	nicht
gewesen	VAPP	sein
,	$,	,
sondern	KON	sondern
habe	VAFIN	haben
mich	PRF	ich
allerdings	ADV	allerdings
schon	ADV	schon
darnach	ADV	darnach
erkundiget	VVFIN	erkundiget
.	$.	.
STALENO	NE	STALENO
.	$.	.
So	ADV	so
weiß	VVFIN	wissen
Ers	NE	Ers
,	$,	,
was	PRELS	was
sie	PPER	sie
mitkriegt	VVFIN	mitkriegen
?	$.	?
LEANDER	NE	Leander
.	$.	.
Auf	APPR	auf
ein	ART	eine
Haar	NN	Haar
.	$.	.
STALENO	NE	STALENO
.	$.	.
Und	KON	und
wie	KOKOM	wie
viel	PIS	viele
?	$.	?
LEANDER	NE	Leander
.	$.	.
Allzuviel	PIS	allzuviel
ist	VAFIN	sein
es	PPER	es
nicht	PTKNEG	nicht
–	ADJA	–
–	NN	–
STALENO	NE	STALENO
.	$.	.
Ei	NE	ei
!	$.	!
wer	PWS	wer
verlangt	VVFIN	verlangen
denn	ADV	denn
allzuviel	PIS	allzuviel
?	$.	?
Was	PWS	was
recht	ADJD	recht
ist	VAFIN	sein
!	$.	!
Er	PPER	er
hat	VAFIN	haben
ja	ADV	ja
selber	ADV	selber
schon	ADV	schon
genug	ADV	genug
Geld	NN	Geld
.	$.	.
LEANDER	NE	Leander
.	$.	.
O	NN	O
!	$.	!
Sie	PPER	Sie
sind	VAFIN	sein
ein	ART	eine
vortrefflicher	ADJA	vortrefflich
Mann	NN	Mann
,	$,	,
mein	PPOSAT	mein
lieber	ADJA	lieb
Herr	NN	Herr
Vormund	NN	Vormund
.	$.	.
Es	PPER	es
ist	VAFIN	sein
wahr	ADJD	wahr
,	$,	,
ich	PPER	ich
bin	VAFIN	sein
reich	ADJD	reich
genug	ADV	genug
,	$,	,
daß	KOUS	dass
ich	PPER	ich
ihr	PPER	ihr
schon	ADV	schon
diesen	PDAT	dies
Punkt	NN	Punkt
übersehen	VVINF	übersehen
kann	VMFIN	können
.	$.	.
STALENO	NE	STALENO
.	$.	.
Ist	VAFIN	sein
es	PPER	es
wohl	ADV	wohl
so	ADV	so
die	ART	die
Hälfte	NN	Hälfte
von	APPR	von
Seinem	PPOSAT	sein
Vermögen	NN	Vermögen
,	$,	,
was	PRELS	was
das	ART	die
Mädchen	NN	Mädchen
mitkriegt	VVFIN	mitkriegen
?	$.	?
LEANDER	NE	Leander
.	$.	.
Die	ART	die
Hälfte	NN	Hälfte
?	$.	?
Nein	PTKANT	nein
,	$,	,
das	PDS	die
ist	VAFIN	sein
es	PPER	es
nicht	PTKNEG	nicht
.	$.	.
STALENO	NE	STALENO
.	$.	.
Das	ART	die
Drittel	NN	Drittel
?	$.	?
LEANDER	NE	Leander
.	$.	.
Auch	ADV	auch
wohl	ADV	wohl
nicht	PTKNEG	nicht
.	$.	.
STALENO	NE	STALENO
.	$.	.
Das	ART	die
Viertel	NN	Viertel
doch	ADV	doch
?	$.	?
LEANDER	NE	Leander
.	$.	.
Schwerlich	ADJD	schwerlich
.	$.	.
STALENO	NE	STALENO
.	$.	.
Nu	NN	Nu
?	$.	?
das	ART	die
Achtel	NN	Achtel
muß	VMFIN	müssen
es	PPER	es
doch	ADV	doch
wohl	ADV	wohl
sein	VAINF	sein
?	$.	?
Alsdann	ADJD	Alsdann
wären	VAFIN	sein
es	PPER	es
ein	ART	eine
Paar	PIAT	paar
tausend	CARD	tausend
Tälerchen	NN	Tälerchen
,	$,	,
die	PRELS	die
beim	APPRART	bei
Anfange	VVFIN	anfangen
einer	ART	eine
Wirtschaft	NN	Wirtschaft
nur	ADV	nur
allzubald	NE	allzubald
weg	ADV	weg
sind	VAFIN	sein
.	$.	.
LEANDER	NE	Leander
.	$.	.
Ich	PPER	ich
habe	VAFIN	haben
Ihnen	PPER	Sie
schon	ADV	schon
gesagt	VVPP	sagen
,	$,	,
daß	KOUS	dass
es	PPER	es
nicht	PTKNEG	nicht
viel	ADV	viel
ist	VAFIN	sein
,	$,	,
gar	ADV	gar
nicht	PTKNEG	nicht
viel	ADV	viel
.	$.	.
STALENO	NE	STALENO
.	$.	.
Aber	KON	aber
nicht	PTKNEG	nicht
viel	ADV	viel
ist	VAFIN	sein
doch	ADV	doch
etwas	PIS	etwas
.	$.	.
Wie	KOKOM	wie
viel	PIS	viele
denn	ADV	denn
?	$.	?
LEANDER	NE	Leander
.	$.	.
Wenig	PIS	wenige
,	$,	,
Herr	NN	Herr
Vormund	NN	Vormund
.	$.	.
STALENO	NE	STALENO
.	$.	.
Wie	KOKOM	wie
wenig	PIS	wenige
denn	ADV	denn
?	$.	?
LEANDER	NE	Leander
.	$.	.
Wenig	PIAT	wenige
–	ADJA	–
–	NN	–
Sie	PPER	Sie
wissen	VVFIN	wissen
ja	ADV	ja
selbst	ADV	selbst
,	$,	,
was	PRELS	was
man	PIS	man
wenig	ADV	wenig
nennt	VVFIN	nennen
.	$.	.
STALENO	NE	STALENO
.	$.	.
Nur	ADV	nur
heraus	ADV	heraus
mit	APPR	mit
der	ART	die
Sprache	NN	Sprache
!	$.	!
Das	ART	die
Kind	NN	Kind
muß	VMFIN	müssen
doch	ADV	doch
einen	ART	eine
Namen	NN	Name
haben	VAINF	haben
.	$.	.
Drücke	VVFIN	drücken
Er	PPER	er
doch	ADV	doch
das	ART	die
Wenige	PIS	wenige
mit	APPR	mit
Zahlen	NN	Zahl
aus	PTKVZ	aus
.	$.	.
LEANDER	NE	Leander
.	$.	.
Das	ART	die
Wenige	PIS	wenige
,	$,	,
Herr	NN	Herr
Staleno	NE	Staleno
,	$,	,
ist	VAFIN	sein
–	ADJA	–
–	NN	–
ist	VAFIN	sein
gar	ADV	gar
nichts	PIS	nichts
.	$.	.
STALENO	NE	STALENO
.	$.	.
Gar	ADV	gar
nichts	PIS	nichts
?	$.	?
Ja	ADV	ja
nun	ADV	nun
!	$.	!
da	ADV	da
hat	VAFIN	haben
Er	PPER	er
recht	ADJD	recht
;	$.	;
gar	ADV	gar
nichts	PIS	nichts
,	$,	,
ist	VAFIN	sein
wenig	PIS	wenige
genug	ADV	genug
.	$.	.
–	ADJA	–
–	NN	–
Aber	KON	aber
im	APPRART	in
Ernste	ADJA	ernst
,	$,	,
Leander	NE	Leander
:	$.	:
schämt	VVFIN	schämen
Er	PPER	er
sich	PRF	sich
nicht	PTKNEG	nicht
,	$,	,
auf	APPR	auf
so	ADV	so
eine	ART	eine
Torheit	NN	Torheit
zu	PTKZU	zu
fallen	VVINF	fallen
,	$,	,
ein	ART	eine
Mädchen	NN	Mädchen
sich	PRF	sich
zur	APPRART	zu
Frau	NN	Frau
auszusehen	VVIZU	aussehen
,	$,	,
die	PRELS	die
nichts	PIS	nichts
hat	VAFIN	haben
?	$.	?
LEANDER	NE	Leander
.	$.	.
Was	PWS	was
sagen	VVFIN	sagen
Sie	PPER	Sie
?	$.	?
Nichts	PIS	nichts
hat	VAFIN	haben
?	$.	?
Sie	PPER	Sie
hat	VAFIN	haben
alles	PIS	alle
,	$,	,
was	PRELS	was
zu	APPR	zu
einer	ART	eine
vollkommenen	ADJA	vollkommen
Frau	NN	Frau
gehört	VVFIN	gehören
;	$.	;
nur	ADV	nur
kein	PIAT	keine
Geld	NN	Geld
hat	VAFIN	haben
sie	PPER	sie
nicht	PTKNEG	nicht
.	$.	.
STALENO	NE	STALENO
.	$.	.
Das	PDS	die
ist	VAFIN	sein
,	$,	,
sie	PPER	sie
hat	VAFIN	haben
alles	PIS	alle
,	$,	,
was	PRELS	was
eine	ART	eine
vollkommene	ADJA	vollkommen
Frau	NN	Frau
machen	VVINF	machen
könnte	VMFIN	können
,	$,	,
wenn	KOUS	wenn
sie	PPER	sie
nur	ADV	nur
noch	ADV	noch
das	PDS	die
hätte	VAFIN	haben
,	$,	,
was	PRELS	was
eine	ART	eine
vollkommene	ADJA	vollkommen
Frau	NN	Frau
macht	VVFIN	machen
.	$.	.
–	ADJA	–
–	ADJA	–
Stille	NN	Stille
davon	PTKVZ	davon
!	$.	!
Ich	PPER	ich
muß	VMFIN	müssen
besser	ADJD	gut
einsehen	VVINF	einsehen
,	$,	,
was	PRELS	was
Ihm	PPER	er|es
gut	ADJD	gut
ist	VAFIN	sein
.	$.	.
–	ADJA	–
–	NN	–
Aber	KON	aber
darf	VMFIN	dürfen
man	PIS	man
denn	ADV	denn
wissen	VVFIN	wissen
,	$,	,
wer	PWS	wer
diese	PDAT	dies
schöne	ADJA	schön
,	$,	,
liebenswürdige	ADJA	liebenswürdig
,	$,	,
galante	ADJA	galant
Bettlerin	NN	Bettlerin
ist	VAFIN	sein
?	$.	?
wie	KOUS	wie
sie	PPER	sie
heißt	VVFIN	heißen
?	$.	?
–	NN	–
LEANDER	NE	Leander
.	$.	.
Sie	PPER	Sie
versündigen	VVFIN	versündigen
sich	PRF	sich
,	$,	,
Herr	NN	Herr
Staleno	NE	Staleno
.	$.	.
Wenn	KOUS	wenn
es	PPER	es
nach	APPR	nach
Verdiensten	NN	Verdienst
ginge	VVFIN	gehen
,	$,	,
so	ADV	so
würden	VAFIN	werden
wir	PPER	wir
alle	PIAT	alle
arm	ADJD	arm
,	$,	,
und	KON	und
diese	PDAT	dies
Bettlerin	NN	Bettlerin
würde	VAFIN	werden
allein	ADV	allein
reich	ADJD	reich
sein	VAINF	sein
.	$.	.
STALENO	NE	STALENO
.	$.	.
So	ADV	so
sage	VVFIN	sagen
Er	PPER	er
mir	PRF	ich
ihren	PPOSAT	ihr
Namen	NN	Name
,	$,	,
damit	KOUS	damit
ich	PPER	ich
sie	PPER	sie
anders	ADV	anders
nennen	VVINF	nennen
kann	VMFIN	können
.	$.	.
LEANDER	NE	Leander
.	$.	.
Kamilla	NE	Kamilla
.	$.	.
STALENO	NE	STALENO
.	$.	.
Kamilla	NE	Kamilla
?	$.	?
Doch	KON	doch
wohl	ADV	wohl
nicht	PTKNEG	nicht
die	ART	die
Schwester	NN	Schwester
des	ART	die
lüderlichen	ADJA	lüderlichen
Lelio	NE	Lelio
?	$.	?
LEANDER	NE	Leander
.	$.	.
Eben	ADV	eben
die	ART	die
.	$.	.
Ihr	PPOSAT	ihr
Vater	NN	Vater
soll	VMFIN	sollen
der	ART	die
rechtschaffenste	ADJA	rechtschaffenste
Mann	NN	Mann
von	APPR	von
der	ART	die
Welt	NN	Welt
sein	VAINF	sein
.	$.	.
STALENO	NE	STALENO
.	$.	.
Sein	PPOSAT	sein
,	$,	,
oder	KON	oder
gewesen	VAPP	sein
sein	VAINF	sein
.	$.	.
Es	PPER	es
