Personen	NN	Person
Mir	PPER	ich
schlagt	VVFIN	schlagen
eh	ADV	eh
nix	PIS	nix
mehr	ADV	mehr
an	PTKVZ	an
.	$.	.
Hat	VAFIN	haben
sich	PRF	sich
mit	APPR	mit
Beschwer	NN	Beschwer
niedergelassen	VVPP	niederlassen
,	$,	,
schneidet	VVFIN	schneiden
behend	ADJD	behend
sich	PRF	sich
Brot	NN	Brot
in	APPR	in
die	ART	die
Schüssel	NN	Schüssel
und	KON	und
löffelt	VVFIN	löffeln
es	PPER	es
mit	APPR	mit
Gier	NN	Gier
aus	PTKVZ	aus
.	$.	.
ROSL	NE	Rosl
.	$.	.
Wer	PWS	wer
weiß	VVFIN	wissen
,	$,	,
Bauer	NE	Bauer
.	$.	.
Wann	PWAV	wann
dich	PPER	du
der	ART	die
liebe	ADJA	lieb
Gott	NN	Gott
wieder	ADV	wieder
gsund	NN	gsund
machen	VVINF	machen
will	VMFIN	wollen
...	$.	...
GRILLHOFER	NE	GRILLHOFER
.	$.	.
Er	PPER	er
will	VMFIN	wollen
aber	ADV	aber
net	ADJD	net
!	$.	!
ROSL	NE	Rosl
.	$.	.
Ah	ITJ	ah
freilich	ADV	freilich
!	$.	!
Er	PPER	er
wird	VAFIN	werden
schon	ADV	schon
wolln	ADJD	wolln
.	$.	.
GRILLHOFER	NE	GRILLHOFER
schreit	VVFIN	schreien
.	$.	.
Er	PPER	er
will	VMFIN	wollen
aber	ADV	aber
net	ADJD	net
,	$,	,
ich	PPER	ich
weiß	VVFIN	wissen
's	PPER	es
!	$.	!
ROSL	ADJD	ROSL
erschrocken	VVPP	erschrecken
.	$.	.
No	NE	<UNKNOWN>
ja	ADV	ja
,	$,	,
nachher	ADV	nachher
is	NE	is
's	PPER	es
was	PRELS	was
anders	ADV	anders
.	$.	.
GRILLHOFER	NE	GRILLHOFER
.	$.	.
Weißt	VVFIN	weißen
,	$,	,
Rosl	NE	Rosl
,	$,	,
du	PPER	du
mußt	VMFIN	müssen
's	PPER	es
nit	ADJD	nit
so	ADV	so
aufnehmen	VVINF	aufnehmen
,	$,	,
wonn	ADJD	wonn
ich	PPER	ich
dich	PPER	du
anschrei	NN	anschrei
!	$.	!
Es	PPER	es
is	NE	is
nit	ADJD	nit
so	ADV	so
bös	ADJD	bös
gemeint	VVPP	meinen
.	$.	.
Aber	KON	aber
weißt	VVFIN	weißen
,	$,	,
wonn	ADJD	wonn
man	PIS	man
in	APPR	in
Erkenntnus	NN	Erkenntnus
der	ART	die
Sündhaftigkeit	NN	Sündhaftigkeit
schon	ADV	schon
so	ADV	so
weit	ADJD	weit
kämma	VVFIN	kämma
is	NE	is
,	$,	,
daß	KOUS	dass
man	PIS	man
sich	PRF	sich
frei	ADJD	frei
in	APPR	in
alles	PIAT	alle
schicket	NN	schicket
,	$,	,
wonn	NE	wonn
einm	NE	einm
glei	VVFIN	glei
in	APPR	in
Gottesnam	NN	Gottesnam
der	ART	die
Teufel	NN	Teufel
holet	VVFIN	holet
,	$,	,
so	ADV	so
laßt	VVFIN	lassen
man	PIS	man
sich	PRF	sich
selbn	ADJA	selbn
Zustand	NN	Zustand
der	ART	die
Gnad	NN	Gnad
von	APPR	von
neamad	NE	neamad
mehr	ADV	mehr
gern	ADV	gern
abreden	ADJD	abreden
.	$.	.
ROSL	NE	Rosl
.	$.	.
No	NE	<UNKNOWN>
jo	NE	Jo
,	$,	,
freilich	ADV	freilich
,	$,	,
freilich	ADV	freilich
,	$,	,
wohl	ADV	wohl
,	$,	,
wohl	ADV	wohl
,	$,	,
Bauer	NE	Bauer
,	$,	,
wann	PWAV	wann
's	PPER	es
a	FM	a
so	ADV	so
is	NE	is
,	$,	,
so	ADV	so
bleib	VVIMP	bleiben
holt	VVFIN	holen
in	APPR	in
dein	PPOSAT	dein
Zustand	NN	Zustand
.	$.	.
Dritte	ADJA	dritt
Szene	NN	Szene
Vorige	NN	Vorige
.	$.	.
Wastl	NE	Wastl
durch	APPR	durch
den	ART	die
Haupteingang	NN	Haupteingang
.	$.	.
WASTL	NE	Wastl
.	$.	.
Gutn	ADJA	Gutn
Morgn	NN	Morgn
,	$,	,
Bauer	NE	Bauer
.	$.	.
GRILLHOFER	NE	GRILLHOFER
.	$.	.
Gutn	ADJA	Gutn
Morgn	NN	Morgn
,	$,	,
Wastl	NE	Wastl
.	$.	.
Na	ITJ	na
,	$,	,
na	ITJ	na
,	$,	,
laß	ADJD	laß
nur	ADV	nur
dein	PPOSAT	dein
Pfeif	VVIMP	pfeifen
in	APPR	in
Maul	NN	Maul
,	$,	,
geht	VVFIN	gehen
dir	PPER	du
sunst	NN	sunst
aus	PTKVZ	aus
.	$.	.
WASTL	NE	Wastl
.	$.	.
Kann	VMFIN	können
's	PPER	es
wohl	ADV	wohl
derwarten	NN	derwarten
.	$.	.
Es	PPER	es
is	NE	is
für	APPR	für
dich	PPER	du
net	ADJD	net
zutraglich	ADJD	zutraglich
,	$,	,
kunnt	VVFIN	kunnt
dich	PPER	du
reizen	VVINF	reizen
,	$,	,
hust	VVFIN	hust
ehnder	NN	ehnder
zviel	NE	zviel
.	$.	.
–	ADJA	–
No	NN	<UNKNOWN>
werdn	NE	werdn
wir	PPER	wir
heunt	VVFIN	heunt
schaun	NE	schaun
,	$,	,
daß	KOUS	dass
wir	PPER	wir
's	PPER	es
Heu	NN	Heu
hereinkriegn	NN	hereinkriegn
,	$,	,
'	$(	'
s	NN	s
Wetter	NN	Wetter
wird	VAFIN	werden
neama	ADJD	neama
lang	ADJD	lang
so	ADV	so
sauber	ADJD	sauber
aushalten	VVINF	aushalten
.	$.	.
Gestern	ADV	gestern
schon	ADV	schon
um	APPR	um
Mittag	NN	Mittag
hot	NE	hot
's	PPER	es
in	APPR	in
der	ART	die
Luft	NN	Luft
so	ADV	so
gflirretst	VVPP	gflirretst
,	$,	,
als	KOKOM	als
wär	ADJD	wär
die	ART	die
a	FM	a
in	APPR	in
der	ART	die
Hitz	NN	Hitz
verbröselt	ADJD	verbröselt
und	KON	und
tat	VVFIN	tun
durcheinanderwoiseln	NN	durcheinanderwoiseln
,	$,	,
wann	PWAV	wann
die	ART	die
Sunn	NN	Sunn
durchscheint	VVFIN	durchscheinen
,	$,	,
'	$(	'
s	NN	s
is	NE	is
höchste	ADJA	hoch
Zeit	NN	Zeit
zum	APPRART	zu
Dazuschaun	NE	Dazuschaun
!	$.	!
Und	KON	und
a	FM	a
Heu	NN	Heu
is	FM	is
dös	VVIMP	dösen
,	$,	,
Bauer	NE	Bauer
,	$,	,
so	ADV	so
schön	ADJD	schön
und	KON	und
viel	ADV	viel
,	$,	,
und	KON	und
es	PPER	es
riecht	VVFIN	riechen
frei	ADJD	frei
,	$,	,
daß	KOUS	dass
eins	CARD	eins
umfalln	NE	umfalln
könnt	VMFIN	können
vor	APPR	vor
Gutheit	NN	Gutheit
.	$.	.
GRILLHOFER	NE	GRILLHOFER
.	$.	.
No	NE	<UNKNOWN>
ja	ADV	ja
,	$,	,
no	FM	no
ja	ADV	ja
.	$.	.
WASTL	NE	Wastl
schupft	VVFIN	schupft
die	ART	die
Achsel	NN	Achsel
.	$.	.
»	ADJA	»
No	NN	<UNKNOWN>
ja	ADV	ja
–	ADJA	–
no	NE	no
ja	ADV	ja
.	$.	.
«	ADJA	«
Aber	NN	Aber
,	$,	,
Bauer	NE	Bauer
,	$,	,
wann	PWAV	wann
ich	PPER	ich
dir	PRF	du
sag	VVIMP	sagen
,	$,	,
a	FM	a
Heu	NN	Heu
–	ADJA	–
'	$(	'
s	NN	s
älteste	ADJA	alt
Rindvieh	NN	Rindvieh
da	ADV	da
herum	APZR	herum
kann	VMFIN	können
sich	PRF	sich
auf	APPR	auf
so	ADV	so
oans	ADJA	oans
nit	ADJA	nit
besinna	NE	besinna
.	$.	.
Gfreut	VVIMP	Gfreut
dich	PPER	du
denn	ADV	denn
gar	ADV	gar
nix	PIS	nix
mehr	ADV	mehr
?	$.	?
Nachhert	NN	Nachhert
gfreut	VVFIN	gfreut
einm	NE	einm
a	FM	a
nix	PIS	nix
.	$.	.
Wem	PWS	wer
gang	ADJD	gang
's	PPER	es
denn	KON	denn
was	PWS	was
an	PTKVZ	an
,	$,	,
wann	PWAV	wann
dich	PPER	du
net	ADJD	net
?	$.	?
ROSL	NE	Rosl
.	$.	.
Hast	VAFIN	haben
recht	ADJD	recht
,	$,	,
Wastl	NE	Wastl
,	$,	,
hast	VAFIN	haben
recht	ADJD	recht
,	$,	,
sag	VVIMP	sagen
ihm	PPER	er
's	PPER	es
nur	ADV	nur
hnein	NN	hnein
!	$.	!
GRILLHOFER	NE	GRILLHOFER
.	$.	.
Laßts	VVFIN	Laßts
es	PPER	es
gut	ADJD	gut
sein	VAINF	sein
.	$.	.
Wann	PWAV	wann
ich	PPER	ich
so	ADV	so
bin	VAFIN	sein
,	$,	,
is	FM	is
's	PPER	es
doch	ADV	doch
eng	ADJD	eng
nit	ADJD	nit
abtraglich	VVFIN	abtraglich
.	$.	.
Ich	PPER	ich
vergunn	VVFIN	vergunn
schon	ADV	schon
mein	PPOSAT	mein
Nebenmenschen	NN	Nebenmensch
'	$(	'
s	NN	s
gute	ADJA	gut
Heu	NN	Heu
.	$.	.
Jo	NE	Jo
,	$,	,
jo	NE	Jo
,	$,	,
gwiß	ADJD	gwiß
.	$.	.
Aber	KON	aber
ich	PPER	ich
taug	VVFIN	taug
halt	ADV	halt
nix	PIS	nix
mehr	ADV	mehr
auf	APPR	auf
derer	PDS	die
Welt	NN	Welt
–	ADJA	–
na	ITJ	na
–	ADJA	–
na	ITJ	na
–	ADJD	–
mich	PPER	ich
bekümmert	VVFIN	bekümmern
nimmer	ADV	nimmer
'	$(	'
s	NN	s
irdische	ADJA	irdisch
,	$,	,
mich	PRF	ich
bekümmert	VVFIN	bekümmern
nur	ADV	nur
'	$(	'
s	NN	s
himmlische	ADJA	himmlisch
Heu	NN	Heu
,	$,	,
wovon	PWAV	wovon
gschriebn	NE	gschriebn
steht	VVFIN	stehen
:	$.	:
»	NN	»
Der	ART	die
Mensch	NN	Mensch
welkt	VVFIN	welken
dahin	PAV	dahin
wie	KOKOM	wie
Heu	NN	Heu
!	$.	!
«	NN	«
,	$,	,
und	KON	und
da	KOUS	da
is	XY	is
mir	PRF	ich
nur	ADV	nur
um	APPR	um
die	ART	die
Einfuhr	NN	Einfuhr
in	APPR	in
den	ART	die
himmlischen	ADJA	himmlisch
Heuschober	NN	Heuschober
!	$.	!
WASTL	NE	Wastl
.	$.	.
Jesses	NN	Jesses
und	KON	und
Joseph	NE	Joseph
,	$,	,
Bauer	NE	Bauer
,	$,	,
mir	PPER	ich
kennt	VVFIN	kennen
sich	PRF	sich
frei	ADJD	frei
neama	ADJD	neama
mit	APPR	mit
dir	PPER	du
aus	PTKVZ	aus
.	$.	.
Wann	PWAV	wann
ich	PPER	ich
dir	PRF	du
früher	ADV	früher
gredt	ADJD	gredt
hätt	VVFIN	hätt
von	APPR	von
so	ADV	so
ein	ART	eine
Heu	NN	Heu
,	$,	,
wie	KOUS	wie
dös	VVIMP	dösen
a	FM	a
Heu	NN	Heu
is	NE	is
...	$.	...
!	$.	!
Aber	KON	aber
seit	KOUS	seit
dich	PPER	du
nur	ADV	nur
allweil	ADV	allweil
bekümmerst	VVFIN	bekümmerst
,	$,	,
was	PRELS	was
gschrieben	ADJD	gschrieben
steht	VVFIN	stehen
,	$,	,
gibst	VVFIN	geben
auf	APPR	auf
kein	PIAT	keine
vernünftig	ADJD	vernünftig
Reden	NN	Rede|Reden
mehr	ADV	mehr
was	PIS	was
.	$.	.
ROSL	NE	Rosl
.	$.	.
Hast	VAFIN	haben
recht	ADJD	recht
,	$,	,
Wastl	NE	Wastl
,	$,	,
hast	VAFIN	haben
schon	ADV	schon
recht	ADJD	recht
,	$,	,
sag	VVIMP	sagen
ihm	PPER	er
's	PPER	es
nur	ADV	nur
hnein	NN	hnein
.	$.	.
WASTL	NE	Wastl
.	$.	.
Seit	KOUS	seit
dich	PPER	du
vor	APPR	vor
ein	ART	eine
halbn	ADJA	halbn
Jahrl	NN	Jahrl
der	ART	die
Schlag	NN	Schlag
gstreift	VVPP	gstreift
hat	VAFIN	haben
,	$,	,
bist	VAFIN	sein
neama	ADJD	neama
der	ART	die
alte	ADJA	alt
.	$.	.
GRILLHOFER	NE	GRILLHOFER
.	$.	.
Selb	NE	Selb
tat	VVFIN	tun
sich	PRF	sich
a	FM	a
net	ADJD	net
schicken	VVINF	schicken
!	$.	!
Dös	VVIMP	dösen
war	VAFIN	sein
a	FM	a
Deuter	NN	Deuter
vom	APPRART	von
lieben	ADJA	lieb
Gott	NN	Gott
,	$,	,
sider	NN	sider
der	ART	die
Zeit	NN	Zeit
halt	ADV	halt
ich	PPER	ich
still	ADJD	still
und	KON	und
wart	VAFIN	sein
aufn	NE	aufn
zweiten	ADJA	zweit
.	$.	.
Mei	NE	Mei
lieber	ADJA	lieb
Wastl	NE	Wastl
,	$,	,
du	PPER	du
bist	VAFIN	sein
a	FM	a
guter	ADJA	gut
Bub	NN	Bub
–	ADJA	–
a	FM	a
du	PPER	du
,	$,	,
Rosl	NE	Rosl
,	$,	,
ja	ADV	ja
,	$,	,
ja	ADV	ja
,	$,	,
du	PPER	du
bist	VAFIN	sein
a	FM	a
a	FM	a
ehrlichs	NE	ehrlichs
Mensch	NN	Mensch
–	ADJA	–
müßts	NN	müßts
halt	PTKVZ	halt
a	FM	a
Einsehn	NN	Einsehn
mit	APPR	mit
mir	PPER	ich
habn	NE	habn
,	$,	,
noch	KON	noch
dös	VVIMP	dösen
kleine	ADJA	klein
Neichtel	NN	Neichtel
Zeit	NN	Zeit
,	$,	,
so	ADV	so
mir	PPER	ich
bschiedn	NE	bschiedn
is	NE	is
;	$.	;
leicht	ADJD	leicht
moch	VVFIN	moch
ich	PPER	ich
noch	ADV	noch
fruher	ADJA	fruher
a	FM	a
End	FM	end
und	KON	und
zieh	VVFIN	zeihen
mich	PRF	ich
zruck	NN	zruck
von	APPR	von
alln	NE	alln
weltlichen	ADJA	weltlich
Wesen	NN	Wesen
.	$.	.
Ja	PTKANT	ja
,	$,	,
ja	ADV	ja
,	$,	,
konn	VVFIN	konn
leicht	ADJD	leicht
möglich	ADJD	möglich
sein	VAINF	sein
,	$,	,
ich	PPER	ich
bin	VAFIN	sein
no	NE	no
lang	ADJD	lang
net	ADJD	net
so	ADV	so
,	$,	,
wie	KOUS	wie
ich	PPER	ich
sein	PPOSAT	sein
möcht	NN	möcht
,	$,	,
hat	VAFIN	haben
sich	PRF	sich
doch	ADV	doch
vorhin	ADV	vorhin
,	$,	,
wie	KOUS	wie
du	PPER	du
kämma	VVINF	kämma
bist	VAFIN	sein
,	$,	,
Wastl	NE	Wastl
,	$,	,
der	ART	die
Gwinst	ADJA	Gwinst
–	NN	–
und	KON	und
Spekalierteufl	NN	Spekalierteufl
in	APPR	in
mir	PPER	ich
a	FM	a
weng	NE	weng
noch	ADV	noch
grührt	ADJD	grührt
.	$.	.
Na	ITJ	na
,	$,	,
na	ITJ	na
,	$,	,
dös	VVIMP	dösen
därf	VVFIN	därf
net	ADJD	net
sein	VAINF	sein
,	$,	,
daß	KOUS	dass
sich	PRF	sich
'	$(	'
s	NN	s
Heu	NN	Heu
zwischen	APPR	zwischen
mich	PRF	ich
und	KON	und
mein	PPOSAT	mein
Schöpfer	NN	Schöpfer
drängt	VVFIN	drängen
.	$.	.
Na	ITJ	na
,	$,	,
na	ITJ	na
,	$,	,
ich	PPER	ich
hab	VAIMP	haben
eh	ADV	eh
gnug	ADJD	gnug
auf	APPR	auf
mir	PPER	ich
,	$,	,
dazukämma	NE	dazukämma
derf	VVFIN	derf
nix	PIS	nix
mehr	ADV	mehr
,	$,	,
abwendig	ADJD	abwendig
derf	VVFIN	derf
mich	PRF	ich
nix	PIS	nix
mehr	ADV	mehr
machen	VVFIN	machen
von	APPR	von
die	ART	die
gottseligen	ADJA	gottselig
Gedanken	NN	Gedanke
.	$.	.
ROSL	NE	Rosl
.	$.	.
Tust	VVFIN	tun
doch	ADV	doch
,	$,	,
als	KOUS	als
wärst	VAFIN	sein
der	ART	die
sündhaftigste	ADJA	sündhaftigste
Mon	NN	Mon
.	$.	.
Hast	VAFIN	haben
leicht	ADJD	leicht
eins	CARD	eins
umbracht	VVFIN	umbrechen
?	$.	?
GRILLHOFER	NE	GRILLHOFER
.	$.	.
Dös	VVIMP	dösen
net	ADJD	net
,	$,	,
Gott	NN	Gott
sei	VAFIN	sein
Dank	NN	Dank
,	$,	,
Rosl	NE	Rosl
,	$,	,
dös	VVIMP	dösen
net	ADJD	net
;	$.	;
aber	ADV	aber
'	$(	'
s	NN	s
Gegenteil	NN	Gegenteil
auf	APPR	auf
unerlaubte	ADJA	unerlaubt
Art	NN	Art
kunnt	VVFIN	kunnt
leicht	ADJD	leicht
möglich	ADJD	möglich
sein	VAINF	sein
.	$.	.
–	ADJA	–
Geh	VVIMP	gehen
,	$,	,
lang	VVIMP	langen
mir	PPER	ich
das	ART	die
dicke	ADJA	dick
Buch	NN	Buch
dort	ADV	dort
her	PTKVZ	her
.	$.	.
Rosl	NE	Rosl
holt	VVFIN	holen
die	ART	die
Pastille	NN	Pastille
von	APPR	von
einem	ART	eine
Schrank	NN	Schrank
und	KON	und
legt	VVFIN	legen
sie	PPER	sie
vor	APPR	vor
Grillhofer	NE	Grillhofer
hin	PTKVZ	hin
.	$.	.
GRILLHOFER	NE	GRILLHOFER
.	$.	.
So	ADV	so
,	$,	,
und	KON	und
hiatzt	VVFIN	hiatzt
gehts	NN	gehts
all	PIAT	alle
zwei	CARD	zwei
in	APPR	in
Gottsnam	NN	Gottsnam
an	APPR	an
enger	ADJA	eng
Tagwerk	NN	Tagwerk
,	$,	,
und	KON	und
ich	PPER	ich
geh	VVIMP	gehen
an	PTKVZ	an
meins	PPOSS	mein
.	$.	.
Is	NN	I
der	ART	die
Schwager	NN	Schwager
noch	ADV	noch
net	ADJD	net
da	PTKVZ	da
?	$.	?
ROSL	NE	Rosl
.	$.	.
Na	ITJ	na
.	$.	.
GRILLHOFER	NE	GRILLHOFER
.	$.	.
Wann	PWAV	wann
er	PPER	er
kimmt	VVFIN	kimmt
,	$,	,
Rosl	NE	Rosl
,	$,	,
so	ADV	so
bring	VVIMP	bringen
ein	ART	eine
Wein	NN	Wein
und	KON	und
a	FM	a
weng	NE	weng
a	FM	a
Rauchfleisch	NN	Rauchfleisch
eine	PIS	eine
.	$.	.
Hitzt	ADJA	Hitzt
gehts	NN	gehts
.	$.	.
Schlägt	VVFIN	schlagen
das	ART	die
Buch	NN	Buch
auf	PTKVZ	auf
und	KON	und
beginnt	VVFIN	beginnen
zu	PTKZU	zu
lesen	VVINF	lesen
.	$.	.
ROSL	NE	Rosl
.	$.	.
Bhüt	NE	Bhüt
Gott	NN	Gott
!	$.	!
Ab	ADV	ab
durch	APPR	durch
den	ART	die
Haupteingang	NN	Haupteingang
.	$.	.
Vierte	ADJA	viert
Szene	NN	Szene
Grillhofer	NE	Grillhofer
und	KON	und
Wastl	NE	Wastl
.	$.	.
GRILLHOFER	NE	GRILLHOFER
.	$.	.
Bhüt	NN	Bhüt
dich	PPER	du
Gott	NN	Gott
,	$,	,
Rosl	NE	Rosl
!	$.	!
Kleine	ADJA	klein
Pause	NN	Pause
,	$,	,
ohne	KOUI	ohne
aufzusehen	VVIZU	aufsehen
.	$.	.
Bhüt	NN	Bhüt
dich	PPER	du
Gott	NN	Gott
,	$,	,
Wastl	NE	Wastl
!	$.	!
WASTL	NE	Wastl
.	$.	.
Ich	PPER	ich
hob	VVFIN	heben
jo	NE	Jo
no	NE	no
nix	PIS	nix
gsagt	VVFIN	gsagt
.	$.	.
GRILLHOFER	NN	GRILLHOFER
aufblickend	ADJD	aufblickend
.	$.	.
Willst	VMFIN	wollen
no	NE	no
was	PIS	was
?	$.	?
WASTL	NE	Wastl
.	$.	.
Es	PPER	es
liegt	VVFIN	liegen
mir	PPER	ich
schon	ADV	schon
lang	ADJD	lang
auf	PTKVZ	auf
.	$.	.
Über	APPR	über
dein	PPOSAT	dein
Schwagern	NN	Schwager
,	$,	,
übern	APPRART	übern
Dusterer	NN	Dusterer
,	$,	,
möcht	VVFIN	möcht
ich	PPER	ich
mich	PRF	ich
amal	ADJD	amal
ausreden	VVINF	ausreden
.	$.	.
GRILLHOFER	NE	GRILLHOFER
.	$.	.
No	NE	<UNKNOWN>
,	$,	,
nur	ADV	nur
kein	PIAT	keine
unbschaffens	ADJA	unbschaffens
Wort	NN	Wort
!	$.	!
WASTL	NE	Wastl
.	$.	.
Bewahr	NN	Bewahr
,	$,	,
wär	ADJD	wär
mir	PPER	ich
a	FM	a
z	VVINF	z
'	$(	'
gring	NN	gring
dazu	PAV	dazu
,	$,	,
daß	KOUS	dass
ich	PPER	ich
a	FM	a
unbschaffens	ADJA	unbschaffens
Wort	NN	Wort
über	APPR	über
eahm	ADJA	eahm
verlier	VVIMP	verlieren
–	NN	–
der	ART	die
elendige	ADJA	elendig
Kerl	NN	Kerl
.	$.	.
GRILLHOFER	NE	GRILLHOFER
.	$.	.
Wastl	NE	Wastl
!	$.	!
–	VVFIN	–
Er	PPER	er
is	NE	is
mein	PPOSAT	mein
einziger	ADJA	einzig
Verwandter	NN	Verwandte
,	$,	,
der	ART	die
einzige	ADJA	einzig
Mensch	NN	Mensch
,	$,	,
der	PRELS	die
ein	ART	eine
trostreichen	ADJA	trostreich
Zuspruch	NN	Zuspruch
für	APPR	für
mich	PRF	ich
hat	VAFIN	haben
,	$,	,
dem	PRELS	die
was	PIAT	was
glegn	NN	glegn
is	NE	is
an	APPR	an
mir	PPER	ich
in	APPR	in
Zeit	NN	Zeit
und	KON	und
Ewigkeit	NN	Ewigkeit
.	$.	.
WASTL	NE	Wastl
.	$.	.
Ich	PPER	ich
weiß	VVFIN	wissen
's	PPER	es
eh	ADV	eh
,	$,	,
er	PPER	er
is	NE	is
